Ad ID Request/Update Date,App Latest Version,App Live Date,Studio Name,Project code,App Name,Platform,Ad Network,Device,Ad Unit Type,Ad Size,Ad Unit ID,Secondary Ad Unit ID,Store/Bundle ID,App Orientation,"Week 0
Impressions","Week 1
Impressions","Week 0
eCPM","Week 1
eCPM","Week 0
Revenue","Week 1
Revenue",Week 0 Sessions,Week 1 Sessions,Week 0 Impressions per Sessions,Week 1 Impressions per Sessions,Week 1 Revenue per Sessions,Comment,Ad Network Dashboard Traffic Check,Ad unit ID copied correctly to Mediator,Mediator Waterfall Traffic Check,Charles Proxy Check
12/30/2015,V1.0,3/3/2016,Makeover Mania Inc,MKM010,Prom Night Salon - Dance Party Girl,iOS,Admob,Tablet,Banner,728x90,ca-app-pub-7631927967790968/8527044330,,1071378563,Portrait,"13,165","16,593",$0.12,$0.21,$1.56,$3.44,"2,857","4,366",,,,Ad suspended by Admob at 24 July 2016,3/23/2016,3/23/2016,N/A,
12/30/2015,V1.0,3/3/2016,Makeover Mania Inc,MKM010,Prom Night Salon - Dance Party Girl,iOS,Admob,Tablet,Interstitial,768x1024,ca-app-pub-7631927967790968/2480510734,,1071378563,Portrait,"2,957","4,060",$0.75,$0.76,$2.22,$3.10,"2,857","4,366",,,,Ad suspended by Admob at 24 July 2016,3/23/2016,3/23/2016,N/A,
12/30/2015,V1.0,3/3/2016,Makeover Mania Inc,MKM010,Prom Night Salon - Dance Party Girl,iOS,Mopub,Phone,Banner,320x50,f3975eeb419a48fab8ab30f2df3a5cdd,,1071378563,Portrait,811,"1,271",$1.03,$1.01,$0.84,$1.28,"2,857","4,366",,,,,3/23/2016,N/A,3/23/2016,
12/30/2015,V1.0,3/3/2016,Makeover Mania Inc,MKM010,Prom Night Salon - Dance Party Girl,iOS,Mopub,Phone,Interstitial,320x480,384cb7bca82b4c22b56a0b5b338a77d8,,1071378563,Portrait,"1,839","2,344",$6.25,$5.76,$11.50,$13.50,"2,857","4,366",,,,,3/23/2016,N/A,3/23/2016,
12/30/2015,V1.0,3/3/2016,Makeover Mania Inc,MKM010,Prom Night Salon - Dance Party Girl,iOS,Mopub,Tablet,Banner,728x90,accb531e02d346b1a97c9d8f51b91e11,,1071378563,Portrait,"1,088","1,506",$1.04,$1.04,$1.13,$1.57,"2,857","4,366",,,,,3/23/2016,N/A,3/23/2016,
12/30/2015,V1.0,3/3/2016,Makeover Mania Inc,MKM010,Prom Night Salon - Dance Party Girl,iOS,Mopub,Tablet,Interstitial,768x1024,4e8ef1c2663e4f6aaffbd5b9005b75ea,,1071378563,Portrait,"2,491","3,000",$5.65,$5.57,$14.08,$16.70,"2,857","4,366",,,,,3/23/2016,N/A,3/23/2016,
12/30/2015,V1.0,2/18/2016,Makeover Mania Inc,MKM009G,Fashion Paris - Makeover Salon,GP,Admob,Phone,Banner,320x50,ca-app-pub-7631927967790968/4236445534,,net.makeovermania.android_parisfashion,Portrait,"30,452","48,568",$0.03,$0.03,$0.78,$1.43,"6,582","14,353",,,,,3/23/2016,3/23/2016,N/A,
12/30/2015,V1.0,2/18/2016,Makeover Mania Inc,MKM009G,Fashion Paris - Makeover Salon,GP,Admob,Phone,Interstitial,320x480,ca-app-pub-7631927967790968/7189911938,,net.makeovermania.android_parisfashion,Portrait,"6,815","11,232",$0.17,$0.23,$1.19,$2.53,"6,582","14,353",,,,,3/23/2016,3/23/2016,N/A,
12/30/2015,V1.0,2/18/2016,Makeover Mania Inc,MKM009G,Fashion Paris - Makeover Salon,GP,Admob,Tablet,Banner,728x90,ca-app-pub-7631927967790968/5713178739,,net.makeovermania.android_parisfashion,Portrait,"13,597","30,996",$0.01,$0.01,$0.16,$0.37,"6,582","14,353",,,,,3/23/2016,3/23/2016,N/A,
12/30/2015,V1.0,2/18/2016,Makeover Mania Inc,MKM009G,Fashion Paris - Makeover Salon,GP,Admob,Tablet,Interstitial,768x1024,ca-app-pub-7631927967790968/8666645136,,net.makeovermania.android_parisfashion,Portrait,"3,266","6,891",$0.11,$0.22,$0.36,$1.52,"6,582","14,353",,,,,3/23/2016,3/23/2016,N/A,
12/30/2015,V1.0,2/18/2016,Makeover Mania Inc,MKM009G,Fashion Paris - Makeover Salon,GP,Mopub,Phone,Banner,320x50,1bfa8a2bc04a4db1b65750f2ec48c124,,net.makeovermania.android_parisfashion,Portrait,"1,636","3,085",$0.50,$0.50,$0.82,$1.54,"6,582","14,353",,,,,3/23/2016,N/A,3/23/2016,
12/30/2015,V1.0,2/18/2016,Makeover Mania Inc,MKM009G,Fashion Paris - Makeover Salon,GP,Mopub,Phone,Interstitial,320x480,cfd8bd3fd0fb4dbc8ebaf6f313472033,,net.makeovermania.android_parisfashion,Portrait,"1,122","1,492",$2.32,$2.34,$2.61,$3.48,"6,582","14,353",,,,,3/23/2016,N/A,3/23/2016,
12/30/2015,V1.0,2/18/2016,Makeover Mania Inc,MKM009G,Fashion Paris - Makeover Salon,GP,Mopub,Tablet,Banner,728x90,977aa5012496455ba3b2a1bbf83a56ef,,net.makeovermania.android_parisfashion,Portrait,582,"1,796",$0.45,$0.45,$0.26,$0.80,"6,582","14,353",,,,,3/23/2016,N/A,3/23/2016,
12/30/2015,V1.0,2/18/2016,Makeover Mania Inc,MKM009G,Fashion Paris - Makeover Salon,GP,Mopub,Tablet,Interstitial,768x1024,0529ccd32476401eb010c6638673a188,,net.makeovermania.android_parisfashion,Portrait,313,596,$2.21,$2.58,$0.69,$1.54,"6,582","14,353",,,,,3/23/2016,N/A,3/23/2016,
12/30/2015,V1.0,2/18/2016,Makeover Mania Inc,MKM010G,Prom Party: Spa Makeover Salon,GP,Admob,Phone,Banner,320x50,ca-app-pub-7631927967790968/5433977136,,net.makeovermania.android_promdance,Portrait,"13,237","25,634",$0.02,$0.02,$0.31,$0.39,"2,874","7,410",,,,Ad suspended by Admob at 24 July 2016,3/23/2016,3/23/2016,N/A,
12/30/2015,V1.0,2/18/2016,Makeover Mania Inc,MKM010G,Prom Party: Spa Makeover Salon,GP,Admob,Phone,Interstitial,320x480,ca-app-pub-7631927967790968/8387443537,,net.makeovermania.android_promdance,Portrait,"3,034","6,073",$0.20,$0.21,$0.61,$1.25,"2,874","7,410",,,,Ad suspended by Admob at 24 July 2016,3/23/2016,3/23/2016,N/A,
12/30/2015,V1.0,2/18/2016,Makeover Mania Inc,MKM010G,Prom Party: Spa Makeover Salon,GP,Admob,Tablet,Banner,728x90,ca-app-pub-7631927967790968/6910710332,,net.makeovermania.android_promdance,Portrait,"6,461","16,321",$0.01,$0.01,$0.07,$0.09,"2,874","7,410",,,,Ad suspended by Admob at 24 July 2016,3/23/2016,3/23/2016,N/A,
12/30/2015,V1.0,2/18/2016,Makeover Mania Inc,MKM010G,Prom Party: Spa Makeover Salon,GP,Admob,Tablet,Interstitial,768x1024,ca-app-pub-7631927967790968/9864176739,,net.makeovermania.android_promdance,Portrait,"1,560","3,576",$0.17,$0.42,$0.26,$1.51,"2,874","7,410",,,,Ad suspended by Admob at 24 July 2016,3/23/2016,3/23/2016,N/A,
12/30/2015,V1.0,2/18/2016,Makeover Mania Inc,MKM010G,Prom Party: Spa Makeover Salon,GP,Mopub,Phone,Banner,320x50,7ac642ae4aa043adbf99c0cd0e2dee6b,,net.makeovermania.android_promdance,Portrait,980,"1,538",$0.53,$0.49,$0.52,$0.75,"2,874","7,410",,,,,3/23/2016,N/A,3/23/2016,
12/30/2015,V1.0,2/18/2016,Makeover Mania Inc,MKM010G,Prom Party: Spa Makeover Salon,GP,Mopub,Phone,Interstitial,320x480,c2499475e37b46899e1eaf1652b55ecc,,net.makeovermania.android_promdance,Portrait,634,"1,141",$2.50,$2.51,$1.59,$2.87,"2,874","7,410",,,,,3/23/2016,N/A,3/23/2016,
12/30/2015,V1.0,2/18/2016,Makeover Mania Inc,MKM010G,Prom Party: Spa Makeover Salon,GP,Mopub,Tablet,Banner,728x90,40784b86a33845bda4e7a35c1e986d3e,,net.makeovermania.android_promdance,Portrait,450,832,$0.46,$0.44,$0.21,$0.36,"2,874","7,410",,,,,3/23/2016,N/A,3/23/2016,
12/30/2015,V1.0,2/18/2016,Makeover Mania Inc,MKM010G,Prom Party: Spa Makeover Salon,GP,Mopub,Tablet,Interstitial,768x1024,93117814ae604dfe90ed4c6407911387,,net.makeovermania.android_promdance,Portrait,230,485,$2.72,$2.39,$0.63,$1.16,"2,874","7,410",,,,,3/23/2016,N/A,3/23/2016,
12/26/2015,V1.0,1/29/2016,Mommy and Me Inc,MAM026,Doctor Mommy: Baby Care Center,iOS,Admob,Phone,Banner,320x50,ca-app-pub-9846322689249402/1372547974,,1052674763,Portrait,0,"2,080",$0.00,$0.48,$0.00,$1.00,864,"1,370",,,,"Linkages corrected, need to be checked again",2/2/2016,2/2/2016,N/A,
12/26/2015,V1.0,1/29/2016,Mommy and Me Inc,MAM026,Doctor Mommy: Baby Care Center,iOS,Admob,Phone,Interstitial,320x480,ca-app-pub-9846322689249402/4326014371,,1052674763,Portrait,0,481,$0.00,$1.23,$0.00,$0.59,864,"1,370",,,,"Linkages corrected, need to be checked again",2/2/2016,2/2/2016,N/A,
12/26/2015,V1.0,1/29/2016,Mommy and Me Inc,MAM026,Doctor Mommy: Baby Care Center,iOS,Admob,Tablet,Banner,728x90,ca-app-pub-9846322689249402/2849281173,,1052674763,Portrait,0,"2,838",$0.00,$0.16,$0.00,$0.46,864,"1,370",,,,"Linkages corrected, need to be checked again",2/2/2016,2/2/2016,N/A,
12/26/2015,V1.0,1/29/2016,Mommy and Me Inc,MAM026,Doctor Mommy: Baby Care Center,iOS,Admob,Tablet,Interstitial,768x1024,ca-app-pub-9846322689249402/5802747579,,1052674763,Portrait,0,541,$0.00,$0.46,$0.00,$0.25,864,"1,370",,,,"Linkages corrected, need to be checked again",2/2/2016,2/2/2016,N/A,
12/26/2015,V1.0,1/29/2016,Mommy and Me Inc,MAM026,Doctor Mommy: Baby Care Center,iOS,Mopub,Phone,Banner,320x50,009db19ee04649f5b1ffe4acf3ee1628,,1052674763,Portrait,368,496,$0.89,$1.18,$0.33,$0.59,864,"1,370",,,,"Linkages corrected, need to be checked again",2/2/2016,N/A,2/2/2016,
12/26/2015,V1.0,1/29/2016,Mommy and Me Inc,MAM026,Doctor Mommy: Baby Care Center,iOS,Mopub,Phone,Interstitial,320x480,763d735607f54064bcb19abefc19f1e3,,1052674763,Portrait,772,640,$1.17,$1.91,$0.90,$1.22,864,"1,370",,,,"Linkages corrected, need to be checked again",2/2/2016,N/A,2/2/2016,
12/26/2015,V1.0,1/29/2016,Mommy and Me Inc,MAM026,Doctor Mommy: Baby Care Center,iOS,Mopub,Tablet,Banner,728x90,9b1063c696e74638a23c11cefb67854c,,1052674763,Portrait,553,455,$0.71,$0.84,$0.39,$0.38,864,"1,370",,,,"Linkages corrected, need to be checked again",2/2/2016,N/A,2/2/2016,
12/26/2015,V1.0,1/29/2016,Mommy and Me Inc,MAM026,Doctor Mommy: Baby Care Center,iOS,Mopub,Tablet,Interstitial,768x1024,18267f8231334fe79b69ae06949411f6,,1052674763,Portrait,"1,220","1,008",$0.60,$1.27,$0.73,$1.28,864,"1,370",,,,"Linkages corrected, need to be checked again",2/2/2016,N/A,2/2/2016,
